clean_text,category,predicted
modi the level uberairbnb exploiting loopholes gaps grey areas his benefit those unicorns did the same with existing rules around cabssubletting and became too big fail same playbook modi incredibly clever ,negative,neutral
sir just come goa once stay the posh belts like candolim you say that the government manohar parikar did fantastic job improve tourism and associated infrastructure will put modi jis picture with his feet,positive,positive
what contribution did modi make towards this achievement congratulated sycophant canadian ,neutral,neutral
unfortunate couldnt find space mention about drdo word appreciation who are the actual ones appreciateddilution institutions autonomous bodies core policy always overhyped chest thumping from modi projecting designed ,negative,negative
former drdo chief saraswat credits modi for says upa government didnt give clearance 201213 ,neutral,neutral
this cunning statement modi took the bold decision favour air strikes alone should get the credit the operation failed all including this man would have pounced him for bad judgment nitin gadkari playing modi boaters,negative,negative
why does rajnath want ‘recognition’ for modi similar ’ for 1971 you not question ’ ethics when uses army his election campaign portraying himself the achiever you used the word ‘govern’bjp army hasn’ released any figures,neutral,neutral
most welcome mamif have guts then fight election against modi ,positive,positive
modi aap samje nahi possessive lover only can love doesn’ like others have eye his love,positive,neutral
taking swipe congress president said his expression during his address the nation betrayed his anxiety that his time has come ,neutral,negative
least modi should above listed work and give name bjp leaders,negative,neutral
dear stupidfoolish gogoi multiple requests govt india not giving security everybody very well aware that life danger from napunsak modi planning conspiracy against ,positive,negative
